#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
45,Switzerland,32690,+104,1966,N/A,29400,N/A,1324,16,3777,227,670484,77458
46,Bahrain,31528,N/A,103,N/A,26520,N/A,4905,54,18523,61,640219,376131
47,Romania,31381,+592,1847,+13,21129,+160,8405,236,1632,96,824343,42859
48,Armenia,30903,+557,546,+11,18709,+709,11648,10,10428,184,131216,44279
49,Nigeria,30748,N/A,689,N/A,12546,N/A,17513,7,149,3,171931,834
50,Guatemala,26658,N/A,1092,N/A,3797,N/A,21769,5,1487,61,64590,3604
51,Honduras,26384,+406,704,+10,2779,+58,22901,58,2663,71,49308,4977
52,Ireland,25589,+24,1744,+1,23364,N/A,481,9,5181,353,491648,99544
53,Ghana,23463,N/A,129,N/A,18622,N/A,4712,8,755,4,322910,10388
54,Azerbaijan,22990,+526,292,+8,14093,+502,8605,66,2267,29,552311,54462
55,Japan,20371,N/A,981,N/A,17466,N/A,1924,38,161,8,527546,4171
56,Moldova,18924,+258,635,+11,12188,+252,6101,391,4691,157,101180,25084
57,Austria,18709,+94,706,N/A,16808,+50,1195,9,2077,78,683484,75878
58,Algeria,18242,+434,996,+8,13124,+487,4122,50,416,23,N/A,N/A
59,Serbia,17728,+386,370,+18,13651,N/A,3707,130,2029,42,480346,54982
60,Nepal,16649,+118,35,N/A,8011,+120,8603,N/A,571,1,588353,20186
61,Morocco,15328,+249,243,+1,11827,+380,3258,19,415,7,849097,22998
62,Cameroon,14916,N/A,359,N/A,11525,N/A,3032,52,562,14,N/A,N/A
63,S. Korea,13338,+45,288,+1,12065,+46,985,15,260,6,1384890,27012
64,Czechia,13001,+82,352,N/A,8208,+80,4441,12,1214,33,588910,54989
65,Denmark,12946,+30,609,N/A,12077,+32,260,4,2235,105,1206863,208341
66,Ivory Coast,12052,+302,81,+2,6080,+328,5891,N/A,457,3,72599,2751
67,Uzbekistan,11857,+293,54,+3,7335,+48,4468,42,354,2,1121236,33491
68,Sudan,10204,+46,649,+8,5277,+77,4278,N/A,233,15,401,9
69,Kenya,9448,+473,181,+8,2733,+76,6534,29,176,3,206584,3841
70,Australia,9359,+300,106,N/A,7576,+3,1677,13,367,4,2965729,116275
71,Kyrgyzstan,9358,+511,122,+6,3134,+81,6102,24,1434,19,236893,36299
72,El Salvador,9142,+298,249,+6,5428,+139,3465,274,1409,38,187316,28876
73,Norway,8968,+3,252,N/A,8138,N/A,578,2,1654,46,367964,67862
74,Malaysia,8696,+13,121,N/A,8511,+12,64,2,269,4,836255,25831
75,Venezuela,8372,N/A,80,N/A,2544,N/A,5748,24,294,3,1336021,46987
76,DRC,7905,+59,189,N/A,3513,N/A,4203,N/A,88,2,N/A,N/A
77,Senegal,7882,+98,145,+2,5311,+142,2426,38,471,9,88729,5297
78,North Macedonia,7777,+205,368,+6,3960,+336,3449,55,3733,177,74562,35789
79,Finland,7279,+6,329,N/A,6800,N/A,150,2,1314,59,275000,49630
80,Ethiopia,7120,+147,124,+4,2430,N/A,4566,35,62,1,250604,2179
81,Costa Rica,6845,+360,26,+1,2110,+87,4709,14,1343,5,50852,9980
82,Bulgaria,6672,N/A,262,N/A,3229,N/A,3181,28,960,38,167790,24153
83,Haiti,6582,+96,130,+7,2459,+278,3993,N/A,577,11,13709,1202
84,Tajikistan,6457,+47,55,+1,5115,+48,1287,N/A,677,6,N/A,N/A
85,Bosnia and Herzegovina,6402,+316,216,+2,3037,+222,3149,4,1952,66,108010,32928
86,Guinea,5969,+88,37,+1,4732,+60,1200,24,454,3,14407,1097
87,Gabon,5871,N/A,46,N/A,2682,N/A,3143,11,2637,21,44383,19934
88,French Guiana,5704,+146,23,+1,2785,+230,2896,30,19090,77,8707,29141
89,Palestine,5551,+331,27,+3,536,+11,4988,N/A,1088,5,122555,24015
90,Mauritania,5203,+77,146,+2,2111,+85,2946,5,1119,31,13842,2976
91,Djibouti,4955,N/A,56,N/A,4671,N/A,228,N/A,5014,57,49742,50332
92,Luxembourg,4777,+58,110,N/A,4086,+30,581,3,7629,176,266437,425501
93,CAR,4259,+59,53,+1,1142,N/A,3064,2,882,11,26806,5548
94,Hungary,4223,+3,593,+2,2941,+54,689,6,437,61,292032,30232
95,Madagascar,4143,+361,34,+1,2183,+233,1926,49,150,1,27504,993
96,Greece,3732,+60,193,N/A,1374,N/A,2165,9,358,19,363412,34871
97,Croatia,3532,+116,117,+2,2377,+54,1038,4,861,29,91486,22289
98,Albania,3278,+90,85,+2,1875,+43,1318,11,1139,30,27458,9542
99,Thailand,3202,N/A,58,,3087,+2,57,1,46,0.8,603657,8648
100,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2188,36,16000,11400
101,Somalia,3038,N/A,92,N/A,1209,N/A,1737,2,191,6,N/A,N/A
102,Nicaragua,2846,N/A,91,N/A,1993,N/A,762,N/A,430,14,N/A,N/A
103,Mayotte,2711,+9,37,N/A,2480,N/A,194,3,9934,136,8800,32245
104,Paraguay,2638,N/A,20,N/A,1229,N/A,1389,10,370,3,84991,11913
105,Maldives,2617,+64,13,N/A,2238,+11,366,12,4840,24,59981,110928
106,Sri Lanka,2454,+300,11,N/A,1980,+1,463,1,115,0.5,114765,5359
107,Cuba,2413,+10,86,N/A,2249,+5,78,4,213,8,192443,16991
108,Mali,2404,+34,121,+1,1650,+29,633,N/A,119,6,16317,805
109,Lebanon,2082,+71,36,N/A,1402,+34,644,11,305,5,164616,24121
110,Malawi,2069,+127,31,+6,379,+10,1659,4,108,2,18814,983
111,Congo,2028,+207,47,N/A,589,+64,1392,N/A,367,9,N/A,N/A
112,South Sudan,2021,N/A,38,N/A,333,N/A,1650,N/A,181,3,10824,967
113,Estonia,2013,+2,69,N/A,1894,+5,50,1,1517,52,111466,84026
114,Zambia,1895,N/A,42,N/A,1348,N/A,505,1,103,2,56825,3090
115,Iceland,1886,+4,10,N/A,1859,+5,17,N/A,5526,29,94731,277563
116,Slovakia,1870,+19,28,N/A,1481,+4,361,3,343,5,225950,41385
117,Lithuania,1861,+4,79,N/A,1569,+5,213,15,684,29,455833,167524
119,Guinea-Bissau,1790,N/A,25,N/A,760,N/A,1005,5,909,13,1500,762
120,Sierra Leone,1613,+15,63,N/A,1133,+10,417,N/A,202,8,N/A,N/A
121,Cabo Verde,1591,+39,19,+1,730,N/A,842,N/A,2861,34,39485,71001
122,New Zealand,1542,+2,22,N/A,1497,+3,23,N/A,308,4,424719,84908
123,Hong Kong,1404,+38,7,N/A,1187,+11,210,2,187,0.9,347400,46330
124,Yemen,1380,+24,364,+3,630,+11,386,N/A,46,12,120,4
125,Libya,1342,N/A,38,N/A,307,N/A,997,N/A,195,6,33734,4908
126,Benin,1285,+86,23,+2,333,N/A,929,1,106,2,56613,4668
127,Eswatini,1257,+44,18,+1,633,+24,606,5,1083,16,14247,12277
128,Tunisia,1240,+9,50,N/A,1067,+12,123,N/A,105,4,76418,6464
129,Rwanda,1210,N/A,3,N/A,623,N/A,584,N/A,93,0.2,172362,13303
130,Jordan,1173,+4,10,N/A,986,+4,177,3,115,1.0,454575,44543
131,Latvia,1165,+11,30,N/A,1019,N/A,116,1,618,16,165610,87832
132,Mozambique,1111,+19,9,N/A,344,+4,758,N/A,36,0.3,38010,1216
133,Niger,1097,N/A,68,N/A,976,N/A,53,N/A,45,3,6603,273
134,Montenegro,1019,N/A,19,N/A,320,N/A,680,N/A,1622,30,16183,25766
135,Cyprus,1013,+3,19,N/A,839,N/A,155,N/A,839,16,167394,138621
136,Uganda,1006,+6,N/A,N/A,938,+30,68,N/A,22,N/A,221675,4845
137,Burkina Faso,1005,N/A,53,N/A,862,N/A,90,N/A,48,3,N/A,N/A
138,Uruguay,977,N/A,29,N/A,878,N/A,70,1,281,8,76035,21887
139,Georgia,973,+5,15,N/A,846,+2,112,5,244,4,134250,33655
140,Liberia,963,+6,47,+5,400,+2,516,N/A,190,9,N/A,N/A
141,Zimbabwe,926,N/A,12,N/A,306,N/A,608,N/A,62,0.8,86212,5799
142,Chad,874,+1,74,N/A,789,+1,11,N/A,53,5,N/A,N/A
143,Andorra,855,N/A,52,N/A,803,+1,0,N/A,11065,673,3750,48532
144,Jamaica,753,+2,10,N/A,603,+3,140,N/A,254,3,27531,9296
145,Sao Tome and Principe,727,+1,14,N/A,284,+1,429,N/A,3316,64,1901,8671
146,Suriname,726,+32,17,N/A,468,+12,241,4,1237,29,1244,2120
148,Togo,704,N/A,15,N/A,483,N/A,206,2,85,2,34101,4118
149,San Marino,699,N/A,42,N/A,656,N/A,1,N/A,20599,1238,5729,168833
150,Malta,674,N/A,9,N/A,658,+2,7,N/A,1526,20,105683,239333
151,Namibia,668,+53,1,+1,25,N/A,642,1,263,0.4,12789,5032
152,Channel Islands,577,N/A,47,N/A,512,N/A,18,N/A,3318,270,21388,122991
153,Réunion,571,+5,3,N/A,472,N/A,96,3,638,3,35419,39554
154,Tanzania,509,N/A,21,N/A,183,N/A,305,7,9,0.4,N/A,N/A
155,Angola,458,+62,23,+1,117,N/A,318,6,14,0.7,10000,304
156,Taiwan,451,+2,7,N/A,438,N/A,6,N/A,19,0.3,78212,3284
157,Syria,394,+22,16,+2,126,N/A,252,N/A,23,0.9,N/A,N/A
158,Vietnam,369,N/A,N/A,N/A,347,N/A,22,1,4,N/A,275000,2825
159,Mauritius,342,N/A,10,N/A,330,N/A,2,N/A,269,8,193561,152192
160,Isle of Man,336,N/A,24,N/A,312,N/A,0,N/A,3951,282,6963,81875
161,Myanmar,326,+7,6,N/A,256,+2,64,N/A,6,0.1,89913,1652
162,Comoros,314,N/A,7,N/A,272,N/A,35,N/A,361,8,N/A,N/A
163,Botswana,314,N/A,1,N/A,31,,282,1,133,0.4,47860,20345
164,Guyana,286,N/A,16,N/A,125,N/A,145,6,364,20,3087,3924
165,Martinique,249,N/A,14,N/A,98,N/A,137,5,664,37,N/A,N/A
166,Eritrea,232,N/A,N/A,N/A,107,N/A,125,N/A,65,N/A,N/A,N/A
167,Mongolia,227,N/A,N/A,N/A,197,,30,3,69,N/A,26536,8092
168,Cayman Islands,201,N/A,1,N/A,197,N/A,3,N/A,3058,15,25740,391548
169,Burundi,191,N/A,1,N/A,118,N/A,72,N/A,16,0.08,749,63
170,Faeroe Islands,188,N/A,N/A,N/A,188,N/A,0,N/A,3847,N/A,21865,447430
171,Guadeloupe,184,N/A,14,N/A,157,N/A,13,4,460,35,9649,24115
172,Gibraltar,180,N/A,N/A,N/A,176,N/A,4,N/A,5343,N/A,15495,459915
173,Bermuda,149,N/A,9,N/A,137,N/A,3,1,2393,145,13047,209520
174,Brunei,141,N/A,3,N/A,138,N/A,0,N/A,322,7,29841,68197
175,Cambodia,141,N/A,N/A,N/A,131,N/A,10,1,8,N/A,43198,2583
176,Lesotho,134,N/A,1,N/A,20,+9,113,N/A,63,0.5,4852,2264
177,Trinidad and Tobago,133,N/A,8,,120,N/A,5,N/A,95,6,5750,4108
178,Monaco,108,N/A,4,N/A,96,N/A,8,N/A,2752,102,16200,412749
179,Bahamas,107,+1,11,N/A,89,N/A,7,1,272,28,2501,6359
180,Aruba,105,N/A,3,N/A,98,N/A,4,N/A,983,28,3007,28161
181,Seychelles,100,+6,N/A,N/A,11,N/A,89,N/A,1017,N/A,N/A,N/A
182,Barbados,98,N/A,7,N/A,90,N/A,1,N/A,341,24,8617,29984
183,Liechtenstein,84,N/A,1,N/A,81,N/A,2,N/A,2203,26,900,23603
184,Bhutan,80,N/A,N/A,N/A,55,N/A,25,N/A,104,N/A,26569,34425
185,Sint Maarten,78,N/A,15,N/A,63,N/A,0,N/A,1819,350,523,12195
186,Antigua and Barbuda,73,N/A,3,N/A,57,N/A,13,1,745,31,854,8719
187,Turks and Caicos,66,+11,2,N/A,11,N/A,53,N/A,1704,52,870,22464
188,Gambia,64,+1,3,N/A,34,+2,27,N/A,26,1,3573,1478
189,French Polynesia,62,N/A,N/A,N/A,60,N/A,2,N/A,221,N/A,4649,16548
190,Macao,46,N/A,N/A,N/A,45,N/A,1,N/A,71,N/A,4071,6268
191,Saint Martin,43,N/A,3,N/A,37,N/A,3,1,1112,78,851,22002
192,Belize,33,+3,2,N/A,20,+1,11,N/A,83,5,2499,6283
193,St. Vincent Grenadines,29,N/A,N/A,N/A,29,N/A,0,N/A,261,N/A,1023,9220
194,Fiji,26,+5,N/A,N/A,18,N/A,8,N/A,29,N/A,4000,4461
195,Curaçao,25,+2,1,N/A,24,+5,0,N/A,152,6,1080,6581
196,Timor-Leste,24,N/A,N/A,N/A,24,N/A,0,N/A,18,N/A,1568,1189
197,Grenada,23,N/A,N/A,N/A,23,N/A,0,N/A,204,N/A,5465,48562
198,Saint Lucia,22,N/A,N/A,N/A,19,N/A,3,N/A,120,N/A,1955,10645
199,New Caledonia,21,N/A,N/A,N/A,21,N/A,0,N/A,74,N/A,8876,31083
200,Laos,19,N/A,N/A,N/A,19,N/A,0,N/A,3,N/A,19836,2726
201,Dominica,18,N/A,N/A,N/A,18,N/A,0,N/A,250,N/A,623,8654
202,Saint Kitts and Nevis,17,+1,N/A,N/A,15,N/A,2,N/A,320,N/A,493,9266
203,Falkland Islands,13,N/A,N/A,N/A,13,N/A,0,N/A,3735,N/A,1393,400172
204,Greenland,13,N/A,N/A,N/A,13,N/A,0,N/A,229,N/A,4577,80619
205,Vatican City,12,N/A,N/A,N/A,12,N/A,0,N/A,14981,N/A,N/A,N/A
206,Montserrat,11,N/A,1,N/A,10,N/A,0,N/A,2204,200,61,12220
207,Papua New Guinea,11,N/A,N/A,N/A,8,N/A,3,N/A,1,N/A,7147,799
208,Western Sahara,10,N/A,1,N/A,8,N/A,1,N/A,17,2,N/A,N/A
210,British Virgin Islands,8,N/A,1,N/A,7,N/A,0,N/A,265,33,439,14519
211,Caribbean Netherlands,7,N/A,N/A,N/A,7,N/A,0,N/A,267,N/A,424,16165
212,St. Barth,6,N/A,N/A,N/A,6,N/A,0,N/A,607,N/A,507,51326
213,Anguilla,3,N/A,N/A,N/A,3,N/A,0,N/A,200,N/A,305,20325
214,Saint Pierre Miquelon,1,N/A,N/A,N/A,1,N/A,0,N/A,173,N/A,N/A,N/A
