#,Country/Other,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious/Critical,Tot Cases/1M pop,Deaths/1M pop,Total Tests,Test/1M pop
1,USA,3413995,N/A,137782,N/A,1517084,N/A,1759129,15822,10312,416,42469607,128281
2,Brazil,1866176,N/A,72151,N/A,1213512,N/A,580513,8318,8778,339,4572796,21508
3,India,879466,N/A,23187,N/A,554429,N/A,301850,8944,637,17,11806256,8553
4,Russia,727162,N/A,11335,N/A,501061,N/A,214766,2300,4983,78,23031056,157815
5,Peru,326326,N/A,11870,N/A,217111,N/A,97345,1316,9893,360,1925231,58367
6,Chile,315041,N/A,6979,N/A,283902,N/A,24160,1995,16476,365,1292798,67610
7,Spain,300988,N/A,28403,N/A,N/A,N/A,N/A,617,6438,607,5734599,122651
8,Mexico,299750,+4482,35006,+276,184764,+3912,79980,378,2324,271,728484,5648
9,UK,289603,N/A,44819,N/A,N/A,N/A,N/A,185,4265,660,11990257,176593
10,South Africa,276242,N/A,4079,N/A,134874,N/A,137289,539,4656,69,2154391,36312
11,Iran,257303,N/A,12829,N/A,219993,N/A,24481,3359,3062,153,1972207,23472
12,Pakistan,251625,+2753,5266,+69,161917,+5217,84442,1837,1139,24,1585170,7173
13,Italy,243061,N/A,34954,N/A,194928,N/A,13179,68,4020,578,5938811,98229
14,Saudi Arabia,232259,N/A,2223,N/A,167138,N/A,62898,2245,6669,64,2270719,65196
15,Turkey,212993,N/A,5363,N/A,194515,N/A,13115,1209,2525,64,3975455,47121
16,Germany,199950,N/A,9134,N/A,184600,N/A,6216,278,2386,109,6376054,76093
17,Bangladesh,183795,N/A,2352,N/A,93614,N/A,87829,1,1116,14,943524,5727
18,France,170752,N/A,30004,N/A,78388,N/A,62360,496,2616,460,1384633,21211
19,Colombia,150445,N/A,5307,N/A,63451,N/A,81687,875,2956,104,1031230,20260
20,Canada,107590,N/A,8783,N/A,71467,N/A,27340,2158,2850,233,3212879,85104
21,Qatar,103598,N/A,147,N/A,99743,N/A,3708,140,36896,52,412682,146977
22,Argentina,100166,N/A,1845,N/A,42694,N/A,55627,735,2216,41,466308,10315
23,Egypt,82070,N/A,3858,N/A,24419,N/A,53793,41,802,38,135000,1319
24,Iraq,77506,N/A,3150,N/A,44724,N/A,29632,400,1926,78,671478,16685
25,Indonesia,75699,N/A,3606,N/A,35638,N/A,36455,N/A,277,13,1061367,3879
26,Sweden,74898,N/A,5526,N/A,N/A,N/A,N/A,85,7415,547,600019,59400
27,Ecuador,67870,N/A,5047,N/A,30283,N/A,32540,308,3845,286,182523,10341
28,Belarus,64932,N/A,464,N/A,55380,N/A,9088,89,6872,49,1134653,120079
29,Belgium,62707,+101,9782,N/A,17196,N/A,35729,32,5410,844,1361830,117487
30,Kazakhstan,58253,N/A,375,N/A,33814,N/A,24064,221,3101,20,1694586,90218
31,Philippines,56259,+2037,1534,+162,16046,+2009,38679,333,513,14,959684,8754
32,Oman,56015,N/A,257,N/A,36098,N/A,19660,143,10963,50,238614,46700
33,Kuwait,54894,N/A,390,N/A,44610,N/A,9894,151,12849,91,433336,101428
34,UAE,54854,N/A,333,N/A,45140,N/A,9381,1,5544,34,3816000,385691
35,Ukraine,53521,N/A,1383,N/A,26118,N/A,26020,89,1224,32,796680,18221
36,Netherlands,51022,N/A,6137,N/A,N/A,N/A,N/A,20,2977,358,681931,39795
37,Bolivia,48187,+987,1807,+53,14843,+510,31537,71,4126,155,107190,9179
38,Portugal,46512,N/A,1660,N/A,30907,N/A,13945,64,4562,163,1316425,129117
39,Singapore,45961,N/A,26,N/A,42285,N/A,3650,1,7854,4,866414,148060
40,Panama,45633,N/A,909,N/A,23039,N/A,21685,160,10571,211,164927,38207
41,Dominican Republic,44532,N/A,897,N/A,21459,N/A,22176,226,4104,83,189391,17453
42,Israel,38670,N/A,362,N/A,19008,N/A,19300,151,4204,39,1221430,132799
43,Poland,37891,N/A,1571,N/A,27148,N/A,9172,65,1001,42,1779643,47024
44,Afghanistan,34451,N/A,1010,N/A,21216,N/A,12225,31,885,26,79732,2047
45,Bahrain,32941,N/A,108,N/A,28425,N/A,4408,47,19347,63,666248,391311
46,Switzerland,32883,N/A,1968,N/A,29600,N/A,1315,17,3799,227,683873,79000
47,Nigeria,32558,N/A,740,N/A,13447,N/A,18371,7,158,4,181248,879
48,Romania,32535,N/A,1884,N/A,21545,N/A,9106,243,1692,98,847586,44070
49,Armenia,31969,N/A,565,N/A,19633,N/A,11771,10,10788,191,134989,45552
50,Guatemala,29355,N/A,1219,N/A,4214,N/A,23922,5,1638,68,64590,3604
51,Honduras,28090,+507,774,+3,2957,+56,24359,58,2835,78,49308,4976
52,Ireland,25628,N/A,1746,N/A,23364,N/A,518,9,5188,353,500578,101343
53,Ghana,24518,N/A,139,N/A,20187,N/A,4192,8,789,4,328383,10563
54,Azerbaijan,24041,N/A,306,N/A,15093,N/A,8642,66,2370,30,568234,56028
55,Japan,21502,N/A,982,N/A,18003,N/A,2517,32,170,8,558622,4417
56,Moldova,19382,N/A,642,N/A,12667,N/A,6073,373,4805,159,101180,25084
57,Algeria,19195,N/A,1011,N/A,13743,N/A,4441,50,438,23,N/A,N/A
58,Austria,18897,N/A,708,N/A,16952,N/A,1237,10,2098,79,696740,77346
59,Serbia,18360,N/A,393,N/A,13876,N/A,4091,144,2102,45,491428,56253
60,Nepal,16801,N/A,38,N/A,8589,N/A,8174,N/A,576,1,595917,20443
61,Morocco,15745,N/A,250,N/A,12283,N/A,3212,31,426,7,878626,23796
62,Cameroon,15173,N/A,359,N/A,11928,N/A,2886,52,571,14,120837,4549
63,S. Korea,13479,+62,289,N/A,12204,+26,986,15,263,6,1408312,27468
64,Czechia,13174,N/A,352,N/A,8247,N/A,4575,12,1230,33,597096,55753
65,Uzbekistan,12997,N/A,60,N/A,7852,N/A,5085,43,388,2,1377915,41153
66,Denmark,12946,N/A,609,N/A,12077,N/A,260,4,2235,105,1206863,208335
67,Ivory Coast,12766,N/A,84,N/A,6654,N/A,6028,N/A,484,3,76250,2889
68,Kyrgyzstan,11117,+488,147,+15,3460,+73,7510,24,1703,23,249996,38301
69,Sudan,10250,N/A,650,N/A,5341,N/A,4259,N/A,234,15,401,9
70,Kenya,10105,N/A,185,N/A,2881,N/A,7039,44,188,3,215037,3997
71,Australia,9980,+184,108,N/A,7768,+41,2104,18,391,4,3111390,121974
72,El Salvador,9674,N/A,260,N/A,5634,,3780,319,1491,40,192206,29628
73,Venezuela,9465,N/A,89,N/A,2671,N/A,6705,25,333,3,1386563,48766
74,Norway,8981,N/A,252,N/A,8138,N/A,591,2,1656,46,372389,68674
75,Malaysia,8718,N/A,122,N/A,8519,N/A,77,3,269,4,847510,26175
76,Senegal,8135,N/A,148,N/A,5446,N/A,2541,32,486,9,90627,5409
77,North Macedonia,8111,N/A,382,N/A,4203,N/A,3526,55,3893,183,74562,35789
78,DRC,8033,N/A,189,N/A,3615,N/A,4229,N/A,90,2,N/A,N/A
79,Costa Rica,7596,N/A,30,N/A,2239,N/A,5327,27,1491,6,57745,11332
80,Ethiopia,7560,N/A,127,N/A,2430,N/A,5003,35,66,1,250604,2179
81,Finland,7294,N/A,329,N/A,6800,N/A,165,2,1316,59,275000,49630
82,Bulgaria,7252,N/A,268,N/A,3319,N/A,3665,33,1044,39,176334,25385
83,Bosnia and Herzegovina,6877,N/A,221,N/A,3115,N/A,3541,4,2097,67,110773,33772
84,Haiti,6727,+37,139,N/A,2924,+334,3664,N/A,590,12,14544,1275
85,Tajikistan,6552,N/A,55,N/A,5228,N/A,1269,N/A,687,6,N/A,N/A
86,Palestine,6230,N/A,36,N/A,942,N/A,5252,N/A,1221,7,122555,24011
87,Guinea,6141,N/A,37,N/A,4862,N/A,1242,24,467,3,14407,1096
88,French Guiana,5949,N/A,26,N/A,2981,N/A,2942,30,19906,87,8707,29135
89,Gabon,5942,N/A,46,N/A,3004,N/A,2892,11,2668,21,46725,20981
90,Mauritania,5355,N/A,147,N/A,2363,N/A,2845,6,1151,32,13842,2975
91,Djibouti,4972,N/A,56,N/A,4712,N/A,204,N/A,5030,57,50713,51308
92,Luxembourg,4925,N/A,111,,4086,N/A,728,3,7864,177,278388,444527
93,Madagascar,4867,N/A,35,N/A,2378,N/A,2454,58,176,1,29053,1049
94,CAR,4288,N/A,53,N/A,1145,N/A,3090,2,887,11,26949,5577
95,Hungary,4234,N/A,595,N/A,3036,N/A,603,5,438,62,294425,30481
96,Greece,3803,N/A,193,N/A,1374,N/A,2236,10,365,19,373932,35882
97,Croatia,3722,N/A,119,N/A,2486,N/A,1117,3,907,29,93571,22798
98,Albania,3454,N/A,93,N/A,1946,N/A,1415,8,1200,32,28298,9834
99,Thailand,3217,N/A,58,N/A,3088,N/A,71,1,46,0.8,603657,8648
100,Equatorial Guinea,3071,N/A,51,N/A,842,N/A,2178,N/A,2188,36,16000,11397
101,Somalia,3059,N/A,93,N/A,1264,N/A,1702,2,192,6,N/A,N/A
102,Paraguay,2948,N/A,22,N/A,1275,N/A,1651,11,413,3,91281,12793
103,Nicaragua,2846,N/A,91,N/A,1993,N/A,762,N/A,429,14,N/A,N/A
104,Maldives,2731,N/A,13,N/A,2284,N/A,434,12,5050,24,61819,114311
105,Mayotte,2711,N/A,37,N/A,2480,N/A,194,3,9932,136,8800,32238
106,Sri Lanka,2617,N/A,11,N/A,1981,N/A,625,1,122,0.5,122071,5700
107,Cuba,2426,N/A,87,N/A,2258,N/A,81,2,214,8,202014,17836
108,Mali,2411,,121,N/A,1694,N/A,596,N/A,119,6,16317,805
109,Malawi,2364,N/A,38,N/A,557,N/A,1769,4,124,2,18814,983
110,Lebanon,2334,,36,N/A,1420,N/A,878,9,342,5,175327,25692
111,Congo,2028,N/A,47,N/A,589,N/A,1392,N/A,367,9,N/A,N/A
112,South Sudan,2021,,38,N/A,333,N/A,1650,N/A,180,3,10824,967
113,Estonia,2014,N/A,69,N/A,1895,N/A,50,1,1518,52,111956,84395
114,Slovakia,1901,N/A,28,N/A,1493,N/A,380,3,348,5,229789,42088
115,Iceland,1896,N/A,10,N/A,1865,N/A,21,N/A,5555,29,94731,277548
116,Zambia,1895,N/A,42,N/A,1412,N/A,441,1,103,2,56825,3089
